rowno,Make,Model,Year,Engine_Fuel_Type,Engine_HP,Engine_Cylinders,Transmission_Type,Driven_Wheels,Number_of_Doors,Market_Category,Vehicle_Size,Vehicle_Style,highway_MPG,city_mpg,Popularity,MSRP
9577,GMC,Vandura,1994,regular unleaded,165.0,6.0,AUTOMATIC,rear wheel drive,3,,Compact,Cargo Van,20,15,549,2000
9578,Hyundai,Tucson,2017,regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,30,23,1439,22700
9579,Dodge,Shadow,1994,regular unleaded,100.0,4.0,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,27,21,1851,2000
9580,Toyota,MR2 Spyder,2003,premium unleaded (required),138.0,4.0,MANUAL,rear wheel drive,2,Performance,Compact,Convertible,29,23,2031,24645
9581,HUMMER,H3,2009,regular unleaded,242.0,5.0,MANUAL,four wheel drive,4,Luxury,Midsize,4dr SUV,18,14,130,33390
9582,Ford,Edge,2016,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,4dr SUV,30,20,5657,35600
9583,Honda,HR-V,2017,regular unleaded,141.0,4.0,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,31,27,2202,21465
9584,Acura,TSX,2012,premium unleaded (recommended),201.0,4.0,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,29,21,204,31010
9585,Toyota,4Runner,2015,regular unleaded,270.0,6.0,AUTOMATIC,four wheel drive,4,,Midsize,4dr SUV,21,17,2031,41310
9586,Mazda,2,2012,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,29,586,16020
9587,Volkswagen,Jetta SportWagen,2014,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4,,Compact,Wagon,30,23,873,24885
9588,Toyota,Tundra,2016,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,18,13,2031,32980
9589,Plymouth,Laser,1993,regular unleaded,135.0,4.0,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,26,19,535,2000
9590,Ford,Explorer Sport,2003,regular unleaded,203.0,6.0,MANUAL,four wheel drive,2,,Midsize,2dr SUV,17,14,5657,24890
9591,Buick,Encore,2015,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4,,Compact,4dr SUV,33,25,155,24065
9592,Honda,Civic CRX,1991,regular unleaded,108.0,4.0,MANUAL,front wheel drive,2,,Compact,2dr Hatchback,30,24,2202,2000
9593,Chevrolet,Suburban,2017,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,four wheel drive,4,"Flex Fuel,Performance",Large,4dr SUV,22,15,1385,52915
9594,Ferrari,F430,2007,premium unleaded (required),483.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,16,11,2774,184309
9595,Nissan,Murano,2016,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,28,21,2009,38730
9596,Land Rover,Range Rover Sport,2014,flex-fuel (premium unleaded required/E85),510.0,8.0,AUTOMATIC,four wheel drive,4,"Flex Fuel,Luxury,High-Performance",Midsize,4dr SUV,19,14,258,79100
9597,Scion,xD,2012,regular unleaded,128.0,4.0,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,33,27,105,17050
9598,Volkswagen,Golf,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,36,25,873,25225
9599,Ford,Transit Wagon,2015,premium unleaded (recommended),310.0,6.0,AUTOMATIC,rear wheel drive,3,Diesel,Large,Passenger Van,19,14,5657,43795
9600,Mazda,3,2015,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4,,Compact,Sedan,41,30,586,19495
9601,Hyundai,Santa Fe,2017,regular unleaded,290.0,6.0,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,18,1439,30800
9602,Acura,TL,2014,premium unleaded (recommended),280.0,6.0,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,29,20,204,37530
9603,Chevrolet,Colorado,2015,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4,,Compact,Extended Cab Pickup,25,19,1385,31555
9604,Infiniti,Q50,2015,premium unleaded (recommended),360.0,6.0,AUTOMATIC,all wheel drive,4,"Luxury,Hybrid",Midsize,Sedan,35,28,190,46200
9605,BMW,6 Series Gran Coupe,2016,premium unleaded (required),315.0,6.0,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,31,20,3916,79500
9606,Hyundai,Veloster,2014,regular unleaded,138.0,4.0,MANUAL,front wheel drive,3,Hatchback,Compact,2dr Hatchback,35,26,1439,17800
9607,Hyundai,Veloster,2015,regular unleaded,132.0,4.0,AUTOMATED_MANUAL,front wheel drive,3,Hatchback,Compact,2dr Hatchback,36,27,1439,21950
9608,Mitsubishi,Outlander Sport,2017,regular unleaded,148.0,4.0,MANUAL,front wheel drive,4,Crossover,Compact,4dr SUV,29,23,436,19795
9609,BMW,4 Series,2017,premium unleaded (recommended),248.0,4.0,AUTOMATIC,rear wheel drive,2,Luxury,Midsize,Convertible,34,23,3916,50300
9610,Mitsubishi,Endeavor,2011,premium unleaded (recommended),225.0,6.0,AUTOMATIC,all wheel drive,4,,Midsize,4dr SUV,19,15,436,33599
9611,Toyota,Tundra,2016,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4,,Large,Crew Cab Pickup,17,13,2031,38020
9612,Lincoln,Town Car,2010,flex-fuel (unleaded/E85),239.0,8.0,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury",Large,Sedan,24,16,61,52595
9613,Chevrolet,Corvette,2015,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2,,Compact,Convertible,22,15,1385,91650
9614,Chevrolet,Uplander,2006,regular unleaded,201.0,6.0,AUTOMATIC,front wheel drive,4,,Midsize,Passenger Minivan,23,16,1385,30250
9615,Land Rover,LR2,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,24,17,258,39100
9616,Infiniti,J30,1997,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,22,16,190,2081
9617,Chevrolet,Classic,2004,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,31,22,1385,19505
9618,GMC,Envoy,2009,regular unleaded,285.0,6.0,AUTOMATIC,four wheel drive,4,,Midsize,4dr SUV,20,14,549,32760
9619,Honda,Fit,2015,regular unleaded,130.0,4.0,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,29,2202,17560
9620,Volvo,240,1993,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4,Luxury,Midsize,Sedan,26,19,870,2000
9621,Oldsmobile,Regency,1997,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4,,Large,Sedan,26,17,26,2000
9622,Ford,Mustang SVT Cobra,1997,regular unleaded,305.0,8.0,MANUAL,rear wheel drive,2,"Factory Tuner,Performance",Compact,Convertible,24,16,5657,3550
9623,Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,24,18,1385,34280
9624,Toyota,Sienna,2015,regular unleaded,266.0,6.0,AUTOMATIC,all wheel drive,4,,Large,Passenger Minivan,23,16,2031,33960
9625,Toyota,Tercel,1996,regular unleaded,93.0,4.0,MANUAL,front wheel drive,2,,Compact,Coupe,35,27,2031,2000
9626,Maybach,62,2011,premium unleaded (required),543.0,12.0,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury",Large,Sedan,16,10,67,423500
9627,Acura,TL,2012,premium unleaded (required),280.0,6.0,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,29,20,204,35705
9628,Hyundai,Veloster,2015,regular unleaded,132.0,4.0,AUTOMATED_MANUAL,front wheel drive,3,Hatchback,Compact,2dr Hatchback,36,27,1439,19250
9629,Subaru,Loyale,1992,regular unleaded,90.0,4.0,MANUAL,front wheel drive,4,,Compact,Wagon,28,22,640,2000
9630,Ford,F-150 Heritage,2004,regular unleaded,231.0,8.0,AUTOMATIC,rear wheel drive,4,,Large,Extended Cab Pickup,18,14,5657,22595
9631,Toyota,Previa,1995,regular unleaded,161.0,4.0,AUTOMATIC,all wheel drive,3,,Compact,Passenger Minivan,20,15,2031,2194
9632,Ford,LTD Crown Victoria,1991,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,4,,Large,Sedan,22,15,5657,2000
9633,Dodge,RAM 250,1991,regular unleaded,170.0,8.0,MANUAL,rear wheel drive,2,,Large,Extended Cab Pickup,13,11,1851,2000
9634,GMC,Terrain,2015,regular unleaded,182.0,4.0,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,29,20,549,31570
9635,Suzuki,Esteem,2001,regular unleaded,122.0,4.0,AUTOMATIC,front wheel drive,4,,Compact,Sedan,30,23,481,14199
9636,Mazda,MPV,2006,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4,,Compact,Passenger Minivan,23,16,586,22950
9637,FIAT,500e,2017,electric,115.0,0.0,DIRECT_DRIVE,front wheel drive,2,Hatchback,Compact,2dr Hatchback,103,121,819,31800
9638,Hyundai,Sonata Hybrid,2016,regular unleaded,193.0,4.0,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,43,39,1439,30100
9639,Lincoln,Navigator,2016,regular unleaded,380.0,6.0,AUTOMATIC,rear wheel drive,4,Luxury,Large,4dr SUV,20,15,61,73645
9640,Cadillac,Seville,2003,regular unleaded,300.0,8.0,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Large,Sedan,25,16,1624,51650
9641,Cadillac,ATS Coupe,2017,regular unleaded,335.0,6.0,AUTOMATIC,rear wheel drive,2,,Compact,Coupe,30,20,1624,46995
9642,Acura,NSX,2005,regular unleaded,252.0,6.0,AUTOMATIC,rear wheel drive,2,"Exotic,Luxury,High-Performance",Compact,Coupe,22,16,204,89000
9643,Infiniti,I35,2002,premium unleaded (required),255.0,6.0,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,24,17,190,28750
9644,Dodge,Dart,2014,regular unleaded,160.0,4.0,MANUAL,front wheel drive,4,,Midsize,Sedan,36,25,1851,16495
9645,Chevrolet,SSR,2004,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,2,Performance,Compact,Regular Cab Pickup,18,14,1385,41620
9646,Chrysler,Aspen,2008,regular unleaded,302.0,8.0,AUTOMATIC,four wheel drive,4,,Large,4dr SUV,17,13,1013,35780
9647,Toyota,RAV4 Hybrid,2016,regular unleaded,194.0,4.0,AUTOMATIC,all wheel drive,4,"Crossover,Hybrid",Midsize,4dr SUV,31,34,2031,28370
9648,Chevrolet,Malibu Maxx,2006,regular unleaded,240.0,6.0,AUTOMATIC,front wheel drive,4,"Hatchback,Performance",Midsize,4dr Hatchback,24,16,1385,23265
9649,Kia,Optima,2015,regular unleaded,274.0,4.0,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,31,20,1720,27700
9650,Chevrolet,Lumina Minivan,1995,regular unleaded,120.0,6.0,AUTOMATIC,front wheel drive,3,,Compact,Cargo Minivan,21,17,1385,2000
9651,Honda,Civic,2016,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,42,31,2202,22200
9652,Suzuki,XL-7,2005,regular unleaded,185.0,6.0,MANUAL,rear wheel drive,4,,Midsize,4dr SUV,20,15,481,20399
9653,Porsche,928,1993,regular unleaded,345.0,8.0,MANUAL,rear wheel drive,2,,Compact,2dr Hatchback,17,11,1715,6294
9654,Cadillac,ATS,2016,regular unleaded,202.0,4.0,AUTOMATIC,rear wheel drive,4,,Midsize,Sedan,32,22,1624,33215
9655,Toyota,Tercel,1998,regular unleaded,93.0,4.0,MANUAL,front wheel drive,2,,Compact,Coupe,35,27,2031,2148
9656,GMC,Vandura,1994,regular unleaded,165.0,6.0,AUTOMATIC,rear wheel drive,3,,Compact,Cargo Van,20,15,549,2000
9657,Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,22,17,1385,39420
9658,Infiniti,Q50,2015,premium unleaded (recommended),360.0,6.0,AUTOMATIC,rear wheel drive,4,"Luxury,Hybrid",Midsize,Sedan,36,29,190,44400
9659,BMW,X3,2017,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,26,19,3916,47950
9660,Subaru,Forester,2015,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,32,24,640,23195
9661,Chevrolet,Silverado 1500 Classic,2007,regular unleaded,195.0,6.0,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,20,14,1385,23940
9662,Pontiac,G6,2009,regular unleaded,221.0,6.0,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,26,17,210,24080
9663,Mitsubishi,Lancer,2017,regular unleaded,168.0,4.0,AUTOMATIC,all wheel drive,4,,Compact,Sedan,30,23,436,22095
9664,Buick,Enclave,2017,regular unleaded,288.0,6.0,AUTOMATIC,front wheel drive,4,,Midsize,4dr SUV,22,15,155,39065
9665,Ford,Ranger,2010,regular unleaded,143.0,4.0,MANUAL,rear wheel drive,2,,Compact,Regular Cab Pickup,27,22,5657,19105
9666,Chevrolet,Metro,1999,regular unleaded,79.0,4.0,MANUAL,front wheel drive,4,,Compact,Sedan,39,33,1385,2000
9667,Audi,A3,2017,premium unleaded (recommended),186.0,4.0,AUTOMATED_MANUAL,front wheel drive,4,,Compact,Sedan,35,26,3105,34450
9668,BMW,Z8,2003,premium unleaded (required),394.0,8.0,MANUAL,rear wheel drive,2,"Exotic,Luxury,High-Performance",Compact,Convertible,19,12,3916,131500
9669,Cadillac,CTS Wagon,2012,regular unleaded,318.0,6.0,AUTOMATIC,all wheel drive,4,,Midsize,Wagon,26,18,1624,46090
9670,Cadillac,Escalade,2016,premium unleaded (recommended),420.0,8.0,AUTOMATIC,four wheel drive,4,,Large,4dr SUV,21,15,1624,91950
9671,BMW,X4,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,28,20,3916,44700
9672,Kia,Rondo,2007,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,4,,Compact,Wagon,26,19,1720,17895
9673,Lamborghini,Gallardo,2014,premium unleaded (required),570.0,10.0,AUTOMATED_MANUAL,all wheel drive,2,"Exotic,Factory Tuner,High-Performance",Compact,Coupe,20,13,1158,241200
9674,GMC,Jimmy,2000,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,4,,Midsize,4dr SUV,18,14,549,2773
9675,Ford,F-150,2016,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,2,,Large,Regular Cab Pickup,23,17,5657,35330
9676,Dodge,Challenger,2015,premium unleaded (recommended),485.0,8.0,MANUAL,rear wheel drive,2,,Large,Coupe,23,14,1851,42595
9677,Mazda,CX-9,2015,regular unleaded,273.0,6.0,AUTOMATIC,front wheel drive,4,,Large,4dr SUV,24,17,586,35035
9678,GMC,S-15 Jimmy,1991,regular unleaded,150.0,6.0,MANUAL,rear wheel drive,2,,Compact,2dr SUV,22,15,549,2000
9679,GMC,S-15,1990,regular unleaded,105.0,4.0,MANUAL,rear wheel drive,2,,Compact,Regular Cab Pickup,25,21,549,2000
9680,Acura,TLX,2016,premium unleaded (recommended),206.0,4.0,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,35,24,204,35750
9681,Plymouth,Colt,1994,regular unleaded,113.0,4.0,MANUAL,front wheel drive,4,,Compact,Sedan,30,23,535,2000
9682,Lexus,RX 450h,2016,premium unleaded (recommended),308.0,6.0,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,28,30,454,53635
9683,Chevrolet,Silverado 1500,2017,regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4,,Large,Crew Cab Pickup,20,15,1385,48740
9684,Lincoln,MKC,2017,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,28,21,61,35720
9685,Ford,F-150,2016,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,4,,Large,Extended Cab Pickup,25,18,5657,34790
9686,Audi,R8,2015,premium unleaded (required),570.0,10.0,AUTOMATED_MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Coupe,22,13,3105,199900
9687,Chevrolet,Cruze,2015,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,35,22,1385,18870
9688,GMC,Sierra Classic 1500,1999,regular unleaded,200.0,8.0,AUTOMATIC,rear wheel drive,3,,Large,Extended Cab Pickup,17,13,549,4439
9689,Pontiac,Sunbird,1994,regular unleaded,110.0,4.0,MANUAL,front wheel drive,2,,Compact,Convertible,32,22,210,2000
9690,Chrysler,LHS,2000,regular unleaded,253.0,6.0,AUTOMATIC,front wheel drive,4,Performance,Large,Sedan,24,16,1013,2087
9691,Ferrari,458 Italia,2014,premium unleaded (required),597.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2,,Compact,Coupe,17,13,2774,288000
9692,Kia,Sedona,2015,regular unleaded,276.0,6.0,AUTOMATIC,front wheel drive,4,,Midsize,Passenger Minivan,24,18,1720,26100
9693,GMC,Sonoma,2002,flex-fuel (unleaded/E85),120.0,4.0,AUTOMATIC,rear wheel drive,3,Flex Fuel,Compact,Extended Cab Pickup,23,17,549,17093
9694,Nissan,Frontier,2015,regular unleaded,261.0,6.0,AUTOMATIC,four wheel drive,4,,Compact,Extended Cab Pickup,21,15,2009,26310
9695,Toyota,Sienna,2015,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,4,,Large,Passenger Minivan,25,18,2031,26595
9696,Volkswagen,Beetle,2016,regular unleaded,170.0,4.0,MANUAL,front wheel drive,2,,Compact,2dr Hatchback,34,24,873,21350
9697,Suzuki,Aerio,2006,regular unleaded,155.0,4.0,AUTOMATIC,all wheel drive,4,,Compact,Sedan,26,21,481,16099
9698,Ford,Transit Connect,2017,flex-fuel (unleaded/E85),169.0,4.0,AUTOMATIC,front wheel drive,4,,Compact,Cargo Minivan,27,20,5657,25425
9699,Ford,Explorer Sport Trac,2009,regular unleaded,210.0,6.0,AUTOMATIC,all wheel drive,4,,Compact,Crew Cab Pickup,19,13,5657,32360
9700,Cadillac,Escalade ESV,2015,flex-fuel (unleaded/E85),420.0,8.0,AUTOMATIC,rear wheel drive,4,,Large,4dr SUV,21,15,1624,74695
9701,Audi,Q3,2015,premium unleaded (recommended),200.0,4.0,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,29,20,3105,32500
9702,Volkswagen,GLI,2012,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22,873,25795
9703,Mazda,CX-9,2014,regular unleaded,273.0,6.0,AUTOMATIC,all wheel drive,4,,Large,4dr SUV,22,16,586,31575
9704,Chevrolet,Colorado,2012,regular unleaded,242.0,5.0,AUTOMATIC,four wheel drive,4,,Compact,Extended Cab Pickup,23,17,1385,29480
9705,Volkswagen,Beetle Convertible,2014,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,2,,Compact,Convertible,41,28,873,31195
9706,Toyota,Avalon,2015,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,31,21,2031,39980
9707,Volvo,740,1990,regular unleaded,153.0,4.0,MANUAL,rear wheel drive,4,Luxury,Midsize,Wagon,26,19,870,2000
9708,Aston Martin,V8 Vantage,2015,premium unleaded (required),430.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,21,14,259,103900
9709,Honda,Element,2010,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4,,Compact,4dr SUV,25,20,2202,24320
9710,Hyundai,Sonata,2016,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,38,25,1439,21750
9711,Mercedes-Benz,M-Class,2013,premium unleaded (required),402.0,8.0,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,20,14,617,58800
9712,Nissan,Altima Hybrid,2011,regular unleaded,198.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,33,33,2009,26800
9713,Mercedes-Benz,GLS-Class,2017,premium unleaded (required),362.0,6.0,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Large,4dr SUV,22,17,617,68700
9714,Chevrolet,Corvette,2016,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2,,Compact,Coupe,29,17,1385,55400
9715,GMC,Sonoma,2002,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,4,,Compact,Crew Cab Pickup,18,14,549,24492
9716,Mercedes-Benz,GLE-Class,2016,premium unleaded (required),577.0,8.0,AUTOMATIC,all wheel drive,4,"Crossover,Factory Tuner,Luxury,High-Performance",Midsize,4dr SUV,17,13,617,107100
9717,Honda,Accord,2017,regular unleaded,189.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,34,26,2202,25215
9718,Lotus,Esprit,2004,premium unleaded (required),350.0,8.0,MANUAL,rear wheel drive,2,,Compact,Coupe,21,14,613,93225
9719,Mercedes-Benz,SLS AMG,2011,premium unleaded (required),563.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Coupe,20,14,617,183000
9720,Lexus,GS 400,1998,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,21,15,454,3542
9721,Aston Martin,V8 Vantage,2014,premium unleaded (required),430.0,8.0,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,19,13,259,145200
9722,Lexus,RC 350,2016,premium unleaded (required),306.0,6.0,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Midsize,Coupe,26,19,454,45015
9723,Chevrolet,Tracker,2002,regular unleaded,127.0,4.0,MANUAL,four wheel drive,4,,Compact,4dr SUV,23,20,1385,17890
9724,Ford,Ranger,2010,regular unleaded,207.0,6.0,MANUAL,four wheel drive,4,,Compact,Extended Cab Pickup,19,15,5657,24905
9725,Mazda,CX-7,2011,regular unleaded,161.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,4dr SUV,28,20,586,22795
9726,Honda,Accord,2015,regular unleaded,185.0,4.0,MANUAL,front wheel drive,4,,Midsize,Sedan,34,24,2202,25030
9727,Volkswagen,Beetle Convertible,2014,diesel,140.0,4.0,MANUAL,front wheel drive,2,,Compact,Convertible,41,28,873,28895
9728,Ford,F-250,1998,regular unleaded,220.0,8.0,AUTOMATIC,rear wheel drive,3,,Large,Extended Cab Pickup,18,13,5657,3096
9729,Chevrolet,Astro,2005,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,3,,Large,Passenger Minivan,20,14,1385,24430
9730,Cadillac,XLR,2008,regular unleaded,320.0,8.0,AUTOMATIC,rear wheel drive,2,Luxury,Compact,Convertible,24,15,1624,81855
9731,BMW,X6,2016,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,21,15,3916,75300
9732,Acura,CL,2001,premium unleaded (required),225.0,6.0,AUTOMATIC,front wheel drive,2,,Midsize,Coupe,27,17,204,29980
9733,FIAT,500L,2016,premium unleaded (recommended),160.0,4.0,MANUAL,front wheel drive,4,,Compact,Wagon,33,25,819,19495
9734,Nissan,Titan,2017,regular unleaded,390.0,8.0,AUTOMATIC,rear wheel drive,4,,Large,Crew Cab Pickup,21,15,2009,52310
9735,Mazda,Truck,2002,regular unleaded,207.0,6.0,MANUAL,four wheel drive,4,,Compact,Extended Cab Pickup,18,14,586,22630
9736,Volkswagen,Jetta,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,36,25,873,25380
9737,Cadillac,Brougham,1990,regular unleaded,140.0,8.0,AUTOMATIC,rear wheel drive,4,,Large,Sedan,22,15,1624,2000
9738,Chevrolet,Silverado 1500 Classic,2007,regular unleaded,295.0,8.0,AUTOMATIC,four wheel drive,4,,Large,Extended Cab Pickup,18,13,1385,29380
9739,Buick,Lucerne,2011,premium unleaded (recommended),292.0,8.0,AUTOMATIC,front wheel drive,4,Performance,Large,Sedan,23,15,155,44460
9740,Buick,Lucerne,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4,Flex Fuel,Large,Sedan,26,17,155,32730
9741,Cadillac,Escalade Hybrid,2011,regular unleaded,332.0,8.0,AUTOMATIC,four wheel drive,4,,Large,4dr SUV,23,20,1624,88435
9742,Mazda,CX-9,2014,regular unleaded,273.0,6.0,AUTOMATIC,all wheel drive,4,,Large,4dr SUV,22,16,586,34070
9743,Volkswagen,Vanagon,1990,regular unleaded,90.0,4.0,AUTOMATIC,rear wheel drive,3,,Large,Passenger Minivan,16,15,873,2000
9744,Mitsubishi,Mirage,2017,regular unleaded,78.0,3.0,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,41,33,436,12995
9745,Hyundai,Excel,1993,regular unleaded,81.0,4.0,MANUAL,front wheel drive,2,,Compact,2dr Hatchback,30,25,1439,2000
9746,Volkswagen,Jetta,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,36,25,873,23650
9747,Aston Martin,DB9,2015,premium unleaded (required),510.0,12.0,AUTOMATIC,rear wheel drive,2,,Midsize,Coupe,19,13,259,188295
9748,Volvo,XC60,2015,regular unleaded,302.0,4.0,AUTOMATIC,front wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,30,22,870,41450
9749,BMW,X6,2017,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,21,15,3916,76100
9750,Chevrolet,Aveo,2009,regular unleaded,107.0,4.0,MANUAL,front wheel drive,4,,Compact,Sedan,34,27,1385,15365
9751,Mercedes-Benz,B-Class Electric Drive,2015,electric,177.0,0.0,DIRECT_DRIVE,front wheel drive,4,,Compact,4dr Hatchback,82,85,617,41450
9752,Kia,Forte,2017,regular unleaded,147.0,4.0,AUTOMATIC,front wheel drive,4,,Compact,Sedan,38,29,1720,17500
9753,Volvo,XC70,2015,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,Wagon,31,24,870,36050
9754,Ford,Windstar,2003,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4,,Midsize,Passenger Minivan,22,16,5657,31835
9755,Ford,Taurus X,2008,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,24,16,5657,27030
9756,Pontiac,G6,2008,regular unleaded,252.0,6.0,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,26,17,210,26755
9757,Honda,Civic,2017,regular unleaded,174.0,4.0,MANUAL,front wheel drive,2,,Compact,Coupe,41,30,2202,21600
9758,Toyota,Matrix,2011,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,32,25,2031,19685
